application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/14418,1999-06-25,?,PCT,PYON,HAROLD,Y,60067,1722,164,113000,,None,50246-219610,256,10nov2001 00:00:00,9200,2006-03-27,,,200000311,2000-01-06,,,,PEND,MICROWAVE PROCESSING SYSTEM FOR METALS,0,0
PCT/US99/14419,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,017827-PC,218,13jul1999 19:55:35,9200,2006-03-27,,,200000333,2000-01-06,,,,PEND,AN IMPROVED FORM OF SYNTHETIC RUBBER,0,0
PCT/US99/14420,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,60.1305,218,12jul1999 19:55:30,9200,2006-03-27,,,200004405,2000-01-27,,,,PEND,METHOD AND APPARATUS FOR IMAGING EARTH FORMATION,0,0
PCT/US99/14421,1999-06-25,?,PCT,DERRINGTON,JAMES,H,62521,1731,264,299000,,None,B429-031 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200010939,2000-03-02,,,,PEND,A MATRIX FOR CARBONATE FUEL CELLS AND METHOD OF MAKING SAME,0,0
PCT/US99/14422,1999-06-25,?,PCT,HYEON,HAE,M,98730,2831,439,066000,,None,XANDP001.WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200001039,2000-01-06,,,,PEND,MEMBRANE-SUPPORTED CONTACTOR FOR SEMICONDUCTOR TEST,0,0
PCT/US99/14423,1999-06-24,?,PCT,RAO,ANAND,SHASHIKANT,71585,2621,348,845200,,None,42390.P5077,256,10nov2001 00:00:00,9200,2006-03-27,,,200007363,2000-02-10,,,,PEND,METHOD AND APPARATUS FOR REDUCING FLICKER EFFECTS FROM DISCHARGE LAMPS DURING PIPELINED DIGITAL,0,0
PCT/US99/14424,1999-06-24,?,PCT,PITTS,HAROLD,I,76728,2876,235,475000,,None,12627-5PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200000003,2000-01-06,,,,PEND,DATA SYSTEM WITH SUPPORT SURFACES FOR RECIPROCATING DATA HEAD,0,0
PCT/US99/14425,1999-06-24,?,PCT,TRAN,KHOI,H,68759,3651,198,465200,,None,FP65825/MSS,256,10nov2001 00:00:00,5060,2001-02-28,,,199967158,1999-12-29,,,,PEND,INTEGRATED ROLLER TRANSPORT POD AND ASYNCHONOUS CONVEYOR,0,0
PCT/US99/14426,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,"97,081-C",218,13jul1999 19:54:22,9200,2006-03-27,,,200000489,2000-01-06,,,,PEND,6-(4-ARYLALKYLPIPERAZIN-1-YL) BENZODIOXANE AND 6- (4-ARYLALKYLPIPERAZIN-1-YL) CHROMANE DERIVATIVES:,0,0
PCT/US99/14427,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,"97,119-C",218,20jul1999 19:54:18,9200,2006-03-27,,,200000482,2000-01-06,,,,PEND,1-(BENZOTHIAZOL-2-YL)-4-(1-PHENYLMETHYL) PIPERAZINES: DOPAMINE RECEPTOR SUBTYPE SPECIFIC,0,0
PCT/US99/14428,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,5470.240.WO,218,19jul1999 19:54:13,9200,2006-03-27,,,200004893,2000-02-03,,,,PEND,IMIDAZOLINE RECEPTOR BINDING COMPOUNDS,0,0
PCT/US99/14429,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,54423PCT2A,218,19jul1999 19:54:09,9200,2006-03-27,,,200009943,2000-02-24,,,,PEND,A LIGHT FIBER AND A METHOD FOR PRODUCING THE SAME,0,0
PCT/US99/14430,1999-06-25,?,PCT,ELDRED,JOHN,W,60038,3644,244,024000,,None,81396-125688,256,10nov2001 00:00:00,9200,2006-03-27,,,200000387,2000-01-06,,,,PEND,BALLOON TRAJECTORY CONTROL SYSTEM,0,0
PCT/US99/14431,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,54650PCT1A,218,09aug1999 19:53:57,9200,2006-03-27,,,200057041,2000-09-28,,,,PEND,INSULATED MOUNTING FOR A POLLUTION CONTROL DEVICE,0,0
PCT/US99/14432,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,DNI-041PC,218,13jul1999 19:53:51,9200,2006-03-27,,,200000588,2000-01-06,,,,PEND,PORCINE SPINAL CORD CELLS AND THEIR USE IN SPINAL CORD REPAIR,0,0
PCT/US99/14433,1999-06-25,?,PCT,None,None,None,,5332,000,000000,,None,8194.177.WO,218,19jul1999 19:53:46,9200,2006-03-27,,,200008752,2000-02-17,,,,PEND,SYSTEMS AND METHODS FOR MANAGEMENT OF CURRENT CONSUMPTION AND PERFORMANCE IN A RECEIVER DOWN,0,0
PCT/US99/14434,1999-06-24,?,PCT,WRIGHT,NORMAN,M,97540,2131,714,038000,,None,42390.P5342,256,10nov2001 00:00:00,9200,2006-03-27,,,200002132,2000-01-13,,,,PEND,"METHOD AND APPARATUS FOR INTEGRITY VERIFICATION, AUTHENTICATION, AND SECURE LINKAGE OF SOFTWARE",0,0
PCT/US99/14435,1999-06-24,?,PCT,CHANG,DANIEL,D,73440,2844,326,087000,,None,42390.P5495,256,10nov2001 00:00:00,50C0,2001-06-11,,,200002313,2000-01-13,,,,PEND,A CMOS DRIVER,0,0
PCT/US99/14436,1999-06-29,?,PCT,None,None,None,,5332,000,000000,,None,015-294-124,218,20jul1999 19:53:17,9200,2006-03-27,,,200000818,2000-01-06,,,,PEND,OPTOELECTRONIC APPARATUS FOR DETECTING DAMAGED GRAIN,0,0
PCT/US99/14438,1999-06-29,?,PCT,DANG,KHANH,,82916,2185,181,131000,,None,064361.0116,566,22oct1999 00:00:00,9200,2006-03-27,,,200000089,2000-01-06,,,,PEND,ACOUSTIC CONDUIT FOR USE WITH A STETHOSCOPE,0,0
PCT/US99/14439,1999-06-29,?,PCT,CHIESA,RICHARD,L,82130,1724,055,521000,,None,440110/PALL,256,10nov2001 00:00:00,9200,2006-03-27,,,200000270,2000-01-06,,,,PEND,FILTERS AND METHODS OF MAKING FILTERS,0,0
PCT/US99/14440,1999-06-28,?,PCT,None,None,None,,5332,000,000000,,None,H24370B,218,19jul1999 19:52:44,9200,2006-03-27,,,200001630,2000-01-13,,,,PEND,HIGH THROUGHPUT GLASS FIBERIZING SYSTEM AND PROCESS,0,0
PCT/US99/14441,1999-06-25,?,PCT,DOMBROSKE,GEORGE,M,73940,2855,701,110000,,None,AP01736,256,10nov2001 00:00:00,9200,2006-03-27,,,200006987,2000-02-10,,,,PEND,METHOD AND SYSTEM FOR MISFIRE DETERMINATION USING SYNCHRONOUS CORRECTION,0,0
PCT/US99/14442,1999-06-25,?,PCT,JUNG,MIN,,92959,2616,370,465000,,None,CM03956H,256,10nov2001 00:00:00,9200,2006-03-27,,,200007321,2000-02-10,,,,PEND,METHOD AND APPARATUS FOR CONVEYING DATA PACKETS IN A COMMUNICATION SYSTEM,0,0
PCT/US99/14443,1999-06-25,?,PCT,NGUYEN,MATTHEW,VAN,89755,2838,323,273000,,None,CM01570G,566,03nov1999 00:00:00,9200,2006-03-27,,,200000876,2000-01-06,,,,PEND,APPARATUS AND METHOD FOR REDUCING ENERGY FLUCTUATIONS IN A PORTABLE DATA DEVICE,0,0
PCT/US99/14444,1999-06-25,?,PCT,WILLIAMS,ALEXANDER,O,71825,2826,257,714000,,None,CE03686R,256,10nov2001 00:00:00,9200,2006-03-27,,,200007227,2000-02-10,,,,PEND,ELECTRONIC DEVICE WITH A THERMAL CONTROL CAPABILITY,0,0
PCT/US99/14445,1999-06-25,?,PCT,HAWKINS,KARLA,,96851,1773,055,302000,,None,MET.PCT.3,566,08sep1999 00:00:00,9200,2006-03-27,,,200074817,2000-12-14,,,,PEND,MODULAR PULSING HEADER FOR FABRIC FILTERS,0,0
PCT/US99/14446,1999-06-25,?,PCT,WALKER,MISTY,F,92867,5332,000,000000,,None,SPEC.001WO0,218,19jul1999 19:51:44,9200,2006-03-27,,,200000796,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR SPECTRUM ANALYSIS AND ENCODER,0,0
PCT/US99/14447,1999-06-25,?,PCT,LEFFERS JR,GERALD,G,92791,1636,435,440000,,None,GENE1120WO,256,10nov2001 00:00:00,9200,2006-03-27,,,,,,,,PEND,"HIGH EFFICIENCY TRANSFECTION BASED ON LOW ELECTRIC FIELD STRENGTH, LONG PULSE LENGTH",0,0
PCT/US99/14448,1999-06-25,?,PCT,WALKER,MISTY,F,92867,5332,000,000000,,None,"98,427-A",218,19jul1999 19:51:24,9200,2006-03-27,,,199967420,1999-12-29,,,,PEND,METHOD FOR QUANTITATIVE SCREENING OF HYDROLAYSE LIBRARIES USING PH INDICATORS,0,0
PCT/US99/14449,1999-06-24,?,PCT,NICHOLSON,ERIC,K,91522,3627,285,331000,,None,455849.55-SO,256,10nov2001 00:00:00,9200,2006-03-27,,,200000380,2000-01-06,,,,PEND,CONNECTOR FOR CONNECTING A FLUID PIPE WITHIN A SWIVEL STACK,0,0
PCT/US99/14450,1999-06-24,?,PCT,GARBOWSKI,LEIGH,M,70552,2768,716,016000,,None,22397.138,256,10nov2001 00:00:00,9200,2006-03-27,,,200003339,2000-01-20,,,,PEND,TWO-DIMENSIONAL TO THREE-DIMENSIONAL VLSI DESIGN,0,0
PCT/US99/14451,1999-06-24,?,PCT,None,None,None,,5332,000,000000,,None,P3481 105784,218,20jul1999 19:50:56,9200,2006-03-27,,,200000040,2000-01-06,,,,PEND,METHODS AND COMPOSITIONS FOR IMPROVING AEROBIC STABILITY OF SILAGE,0,0
PCT/US99/14452,1999-06-24,?,PCT,RAMAKRISHNAIAH,MELUR,,66090,2656,348,014010,,None,104108-9PCT,275,16jan2002 00:00:00,9200,2008-01-22,,,200004693,2000-01-27,,,,PEND,END-POINT-INITIATED MULTIPOINT VIDEOCONFERENCING,0,0
PCT/US99/14453,1999-06-24,?,PCT,SOTELO,JESUS,D,69137,3617,441,065000,,None,99-54,256,10nov2001 00:00:00,9200,2006-03-27,,,199967126,1999-12-29,,,,PEND,SOFT WAKEBOARD AND METHOD,0,0
PCT/US99/14454,1999-06-24,?,PCT,HUYNH,KHOA,D,65612,3751,141,083000,,None,50268-WO-03,256,10nov2001 00:00:00,9200,2006-03-27,,,200007880,2000-02-17,,,,PEND,TOP-OFF AND WEIGHING APPARATUS FOR FILLING BAGS,0,0
PCT/US99/14455,1999-06-24,?,PCT,None,None,None,,5332,000,000000,,None,"23,369-83",218,20jul1999 19:50:20,9200,2006-03-27,,,200000105,2000-01-06,,,,PEND,IMPLANTABLE ENDOPROSTHESIS WITH PATTERNED TERMINATED ENDS AND METHODS OF MAKING SAME,0,0
PCT/US99/14456,1999-06-24,?,PCT,TSE,YOUNG,TOI,64144,2634,375,130000,,None,528P008099WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200001092,2000-01-06,,,,PEND,NON-RECURSIVELY GENERATED ORTHOGONAL PN CODES FOR VARIABLE RATE CDMA,0,0
PCT/US99/14457,1999-06-24,?,PCT,None,None,None,,5332,000,000000,,None,RD 27213,218,15jul1999 19:50:02,9200,2006-03-27,,,199967042,1999-12-29,,,,PEND,METHOD FOR PRODUCING WHEELS FOR TRANSPORTATION,0,0
PCT/US99/14458,1999-06-24,?,PCT,JACKSON,STEPHEN,W,62101,2836,361,103000,,None,4306.27-PCT,566,03sep1999 00:00:00,9200,2006-03-27,,,199967863,1999-12-29,,,,PEND,APPARATUS FOR PROVIDING INDEPENDENT OVER-CURRENT PROTECTION TO A PLURALITY OF ELECTRICAL DEVICES,0,0
PCT/US99/14459,1999-06-24,?,PCT,None,None,None,,5332,000,000000,,None,12008.27WO01,218,19jul1999 19:49:49,9200,2006-03-27,,,199967019,1999-12-29,,,,PEND,COMBINATORIAL ELECTROCHEMICAL SYNTHESES,0,0
PCT/US99/14460,1999-06-24,?,PCT,None,None,None,,5332,000,000000,,None,12008.21WO01,218,19jul1999 19:49:44,9200,2006-03-27,,,199967628,1999-12-29,,,,PEND,MULTI-SENSOR ARRAY FOR ELECTROCHEMICAL RECOGNITION OF NUCLEOTIDE SEQUENCES AND METHODS,0,0
PCT/US99/14461,1999-06-24,?,PCT,PELHAM,JOSEPH,MOORE,71916,3742,219,388000,,None,PCT/FPD 160,256,10nov2001 00:00:00,9200,2006-03-27,,,200001628,2000-01-13,,,,PEND,HEATING ASSEMBLY FOR RAPID THERMAL PROCESSING SYSTEM,0,0
PCT/US99/14462,1999-06-24,?,PCT,PELHAM,JOSEPH,MOORE,71916,3742,219,388000,,None,PCT/FPD 161,256,10nov2001 00:00:00,9200,2006-03-27,,,200001995,2000-01-13,,,,PEND,SUBSTRATE TRANSPORT ASSEMBLY FOR RAPID THERMAL PROCESSING SYSTEM,0,0
PCT/US99/14463,1999-06-24,?,PCT,PELHAM,JOSEPH,MOORE,71916,3742,219,388000,,None,PCT/FPD 162,256,10nov2001 00:00:00,9200,2006-03-27,,,200002232,2000-01-13,,,,PEND,RAPID THERMAL PROCESSING SYSTEM HAVING SCANNING TEMPERATURE SENSOR,0,0
PCT/US99/14464,1999-06-24,?,PCT,LIANG,REGINA,,59125,2625,345,002000,,None,HUGHES-92021,256,10nov2001 00:00:00,9200,2006-03-27,,,200000917,2000-01-06,,,,PEND,SYSTEM FOR DISTRIBUTION AND DISPLAY OF ADVERTISEMENTS WITHIN ELEVATOR CARS,0,0
PCT/US99/14465,1999-06-25,?,PCT,None,None,None,,5332,000,000000,,None,20944.7016,218,15jul1999 19:48:55,9200,2006-03-27,,,200007352,2000-02-10,,,,PEND,METHOD AND APPARATUS FOR TRANSMITTING CONTROL SIGNALS IN A DATA COMMUNICATION SYSTEM HAVING A,0,0
PCT/US99/14467,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,103118-0046P,218,21jul1999 19:48:45,9200,2006-03-27,,,200001127,2000-01-06,,,,PEND,MULTICARRIER COMMUNICATION WITH VARIABLE OVERHEAD RATE,0,0
PCT/US99/14468,1999-06-25,?,PCT,HRUSKOCI,PETER,A,92234,1724,210,696000,,None,5500,256,10nov2001 00:00:00,9200,2006-03-27,,,200015562,2000-03-23,,,,PEND,METHOD OF CONTROLLING BIOFOULING IN AQUEOUS MEDIA USING ANTIMICROBIAL EMULSIONS,0,0
PCT/US99/14469,1999-06-25,?,PCT,DOUGHERTY,THOMAS,M,80645,2834,310,120000,,None,561848-017,566,01apr2002 00:00:00,5320,2002-03-21,,,200001131,2000-01-06,,,,PEND,PIEZOELECTRIC VIBRATIONAL AND OCOUSTIC TRANSDUCER FOR A PERSONAL COMMUNICATION DEVICE,0,0
PCT/US99/14470,1999-06-25,?,PCT,WYSZOMIERSKI,GEORGE,P,97967,1742,148,519000,,None,63360-066,256,10nov2001 00:00:00,9200,2006-03-27,,,200000318,2000-01-06,,,,PEND,METHODS AND APPARATUS FOR COATING THE SEAMS OF WELDED TUBES,0,0
PCT/US99/14471,1999-06-25,?,PCT,WARD,RICHARD,W,95037,1723,210,493100,,None,F-5366,256,10nov2001 00:00:00,9200,2006-03-27,,,200002638,2000-01-20,,,,PEND,COMPOSITE MEMBRANES AND METHODS FOR MAKING SUCH MEMBRANES,0,0
PCT/US99/14472,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,P-4070.70,218,16jul1999 19:47:58,9200,2006-03-27,,,200002614,2000-01-20,,,,PEND,SEALABLE SAFETY CATHETER HAVING A COMBINATION NEEDLE RETRACTION CHAMBER AND NEEDLE COVER,0,0
PCT/US99/14473,1999-06-24,?,PCT,None,None,None,,5333,000,000000,,None,IGNAT.002,218,16jul1999 19:47:52,9200,2006-03-27,,,200002186,2000-01-13,,,,PEND,FLEXIBLE GRAYSCALE SHADING FOR SUPER TWISTED,0,0
PCT/US99/14474,1999-06-25,?,PCT,DRODGE,JOSEPH,W,59924,1723,210,646000,,None,F-5367,256,10nov2001 00:00:00,9200,2006-03-27,,,200002649,2000-01-20,,,,PEND,"APPARATUS, MEMBRANES, AND METHODS FOR REMOVING ORGANIC COMPOUNDS FROM A BIOLOGICAL FLUID",0,0
PCT/US99/14475,1999-06-25,?,PCT,ROLLINS,ROSILAND,STACIE,76338,3739,607,096000,,None,8266-0224,256,10nov2001 00:00:00,9200,2006-03-27,,,200000117,2000-01-06,,,,PEND,HEATED PATIENT SUPPORT APPARATUS,0,0
PCT/US99/14476,1999-06-25,?,PCT,FULTON,CHRISTOPHER,W,63334,2859,033,544000,,None,5080.21,256,10nov2001 00:00:00,9200,2006-03-27,,,200000786,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR DETERMINING THE SHAPE OF AN EARTH BOREHOLE AND THE MOTION OF A TOOL WITHIN,0,0
PCT/US99/14477,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,5454-00101,218,16jul1999 19:47:06,9200,2006-03-27,,,200000790,2000-01-06,,,,PEND,METHOD FOR CALCULATING RELATIVE PHASES BETWEEN SIGNAL CHANNELS IN A MULTI-SENSOR TRACKING DEVICE,0,0
PCT/US99/14478,1999-06-25,?,PCT,THOMSON,WILLIAM,D,95559,2123,709,232000,,None,M-4537 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200002146,2000-01-13,,,,PEND,"ACCESSING, VIEWING AND MANIPULATION OF ARCHIVED INFORMATION",0,0
PCT/US99/14479,1999-06-25,?,PCT,MCCALL,ERIC,SCOTT,94540,2856,073,146000,,None,018163.0239,256,10nov2001 00:00:00,9200,2006-03-27,,,200005561,2000-02-03,,,,PEND,TIRE INSPECTION EQUIPMENT AND METHOD,0,0
PCT/US99/14480,1999-06-25,?,PCT,FOELAK,MORTON,,96718,1711,521,050000,,None,31661-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200000278,2000-01-06,,,,PEND,HYDROGEL MATERIALS WITH CRYSTALLINE COLLOIDAL ARRAY OF WATERVOIDS FOR DETECTION AND,0,0
PCT/US99/14481,1999-06-25,?,PCT,NEWHOUSE,NATHAN,JEFFREY,98610,3727,220,254000,,None,65397-0022,256,10nov2001 00:00:00,9200,2006-03-27,,,199967150,1999-12-29,,,,PEND,BEVERAGE CONTAINER HAVING A RESEALABLE CLOSURE,0,0
PCT/US99/14482,1999-06-25,?,PCT,WILSON,MICHAEL,C,67112,1633,536,023500,,None,2960.44PCT,256,11nov2001 00:00:00,9200,2006-03-27,,,200000503,2000-01-06,,,,PEND,"HUMAN AZ-1 GENE, VARIANTS THEREOF AND EXPRESSED GENE PRODUCTS",0,0
PCT/US99/14483,1999-06-25,?,PCT,FOX,DAVID,T,62931,1663,800,308000,,None,0665-0009.41,256,10nov2001 00:00:00,9200,2006-03-27,,,199967406,1999-12-29,,,,PEND,IMPROVED PLANT SECLECTABLE MARKER VECTOR AND PLANT TRANSFORMATION METHOD,0,0
PCT/US99/14484,1999-06-25,?,PCT,LANDSMAN,ROBERT,S,61605,1647,435,069100,,None,PF-0541 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200000610,2000-01-06,,,,PEND,HUMAN SIGNAL PEPTIDE-CONTAINING PROTEINS,0,0
PCT/US99/14485,1999-06-24,?,PCT,MOORE,MARGARET,G,62031,1712,525,100000,,None,500-58 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,199967318,1999-12-29,,,,PEND,DUAL CURING SILICONE COMPOSITIONS,0,0
PCT/US99/14486,1999-06-24,?,PCT,PARK,HANKYEL,,67371,1648,435,005000,,None,55599-A-PCT,275,10jul2002 00:00:00,9200,2006-03-27,,,199967427,1999-12-29,,,,PEND,MEANS AND METHODS FOR MONITORING NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR ANTIRETROVIRAL,0,0
PCT/US99/14487,1999-06-24,?,PCT,HAYES,ROBERT,CLINTON,98346,1647,536,023500,,None,GM50045,256,10nov2001 00:00:00,9200,2006-03-27,,,199967391,1999-12-29,,,,PEND,ORIGIN OF REPLICATION AND METHODS OF USE,0,0
PCT/US99/14488,1999-06-24,?,PCT,LEE,ALBERT,K,92367,2772,345,419000,,None,02340.P017,566,08feb2000 00:00:00,9200,2006-03-27,,,199967748,1999-12-29,,,,PEND,AN IMPROVED METHOD AND APPARATUS FOR PER PIXEL MIP MAPPING AND TRILINEAR FILTERING,0,0
PCT/US99/14490,1999-06-24,?,PCT,JARVIS,WILLIAM,R A,72977,1614,514,330000,,None,16336-9PCT,566,22oct1999 00:00:00,9200,2006-03-27,,,200000192,2000-01-06,,,,PEND,INHIBITION OF NF-KB MEDIATED TISSUE INJURY USING DITHIOCARBAMATE DERIVATIVES,0,0
PCT/US99/14491,1999-06-25,?,PCT,TAYLOR,VICTOR,J,99539,2862,367,025000,,None,5080.20,256,10nov2001 00:00:00,9200,2006-03-27,,,200000845,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR QUICK DETERMINATION OF THE ELLIPTICITY OF AN EARTH BOREHOLE,0,0
PCT/US99/14492,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,249768004201,218,09aug1999 19:44:40,9200,2006-03-27,,,199967700,1999-12-29,,,,PEND,METHOD AND SYSTEM FOR ELECTRONIC COMMERCE USING MULTIPLE ROLES,0,0
PCT/US99/14493,1999-06-25,?,PCT,HUNT,JENNIFER,ELIZABETH,62166,1642,435,006000,,None,LUD 5556.1 P,256,10nov2001 00:00:00,9200,2006-03-27,,,200000824,2000-01-06,,,,PEND,"METHODS FOR DETERMINING PRESENCE OF CANCER IN A SAMPLE BY DETERMINING EXPRESSIONS OF AN SSX GENE,",0,0
PCT/US99/14494,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,L CK-011.25,218,27jul1999 19:44:24,9200,2006-03-27,,,200000928,2000-01-06,,,,PEND,APPARATUS AND METHODS FOR IMAGING WRITTEN INFORMATION WITH A MOBILE TELEPHONE SET,0,0
PCT/US99/14495,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,LIT3-BC52PCT,218,17nov1999 19:44:18,9200,2006-03-27,,,200003201,2000-01-20,,,,PEND,STABILIZATION OF A BROADBAND FIBER SOURCE FOR FIBER OPTIC GYROSCOPES,0,0
PCT/US99/14496,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,PD-R98051 PC,218,30nov1999 19:44:13,9200,2006-03-27,,,200005598,2000-02-03,,,,PEND,AVERAGING-AREA-CONSTRAINED ADAPTIVE INTERFEROMETRIC FILTER THAT OPTIMIZES COMBINED,0,0
PCT/US99/14497,1999-06-25,?,PCT,None,None,None,,5333,000,000000,,None,15DS00517,218,20jul1999 19:44:09,9200,2006-03-27,,,200000792,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR CROSS-SECTIONAL COLOR DOPPLER VOLUME FLOW MEASUREMENT,0,0
PCT/US99/14498,1999-06-25,?,PCT,HENDERSON,MARK,T,63459,3722,279,046200,,None,NGU1A-PCT,275,28aug2002 00:00:00,9200,2006-03-27,,,199966854,1999-12-29,,,,PEND,IMPROVED COLLET ASSEMBLY AND MANUFACTURING PROCESS,0,0
PCT/US99/14499,1999-06-25,?,PCT,EDMONDSON,LYNNE,RENEE,91776,1725,228,102000,,None,98-476,256,10nov2001 00:00:00,9200,2006-03-27,,,200000322,2000-01-06,,,,PEND,SPACER CLAMP IMPROVEMENT,0,0
PCT/US99/14500,1999-06-25,?,PCT,CALDWELL,PATRICIA,G,61099,2755,709,310000,,None,19148-3PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200001167,2000-01-06,,,,PEND,SYSTEMS AND METHODS FOR IMPLEMENTING ABR WITH GUARANTEED MCR,0,0
PCT/US99/14501,1999-06-24,?,PCT,None,None,None,,5331,000,000000,,None,ROKWELL.007V,218,15jul1999 19:43:38,9200,2006-03-27,,,199967899,1999-12-29,,,,PEND,POWER MANAGEMENT FOR A TELEPHONE SYSTEM BY DYNAMICALLY ADJUSTING TRANSMISSION POWER,0,0
PCT/US99/14502,1999-06-24,?,PCT,HUANG,EVELYN,MEI,91346,1625,546,112000,,None,X-11044,256,10nov2001 00:00:00,9200,2006-03-27,,,200000490,2000-01-06,,,,PEND,5HT1F AGONISTS,0,0
PCT/US99/14503,1999-06-24,?,PCT,None,None,None,,5331,000,000000,,None,BE-5415,218,15jul1999 19:43:26,9200,2006-03-27,,,199966972,1999-12-29,,,,PEND,CHAMBER FOR EXTRACORPOREAL CIRCUIT,0,0
PCT/US99/14504,1999-06-25,?,PCT,ALEXANDER,LYLE,,95718,1743,436,106000,,None,3712.01PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200000821,2000-01-06,,,,PEND,ASSAY FOR HOMOCYSTEINE,0,0
PCT/US99/14505,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,83000.1003F(,218,09aug1999 19:43:10,9200,2006-03-27,,,200000900,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR PROVIDING MODULAR I/O EXPANSION OF COMPUTING DEVICES,0,0
PCT/US99/14506,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,SEA5036.2PCT,218,15jul1999 19:43:05,9200,2006-03-27,,,200010167,2000-02-24,,,,PEND,DETECTION OF PULSE PEAK INSTANCE AND AMPLITUDE IN A STORAGE DRIVE,0,0
PCT/US99/14507,1999-06-25,?,PCT,None,None,None,,5331,000,000000,,None,"H6648, 6-345",218,19jul1999 19:43:01,9200,2006-03-27,,,200001034,2000-01-06,,,,PEND,AN ANTENNA SYSTEM,0,0
PCT/US99/14508,1999-06-25,?,PCT,MARIAM,DANIEL,G,78567,2665,382,224000,,None,SAR 12802PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200000932,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR BLOCK CLASSIFICATION AND ADAPTIVE BIT ALLOCATION,0,0
PCT/US99/14509,1999-06-25,?,PCT,LEE,Y,YOUNG,77057,2621,375,240000,,None,SAR 13076PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200001155,2000-01-06,,,,PEND,METHOD AND APPARATUS FOR GENERIC SCALABLE SHAPE CODING,0,0
PCT/US99/14510,1999-06-25,?,PCT,PHILIPPE,GIMS,S,80173,2621,375,240000,,None,SAR 12872PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200001151,2000-01-06,,,,PEND,APPARATUS AND METHOD FOR DYNAMICALLY CONTROLLING THE FRAME RATE OF VIDEO STREAMS,0,0
PCT/US99/14511,1999-06-25,?,PCT,TIBBITS,PIA,FLORENCE,65414,2838,374,162000,,None,4345-102WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200000004,2000-01-06,,,,PEND,LIQUID CRYSTAL THERMOMETER,0,0
PCT/US99/14512,1999-06-25,?,PCT,GULAKOWSKI,RANDY,P,72917,1766,524,313000,,None,1307.004 UPU,566,20oct1999 00:00:00,9200,2006-03-27,,,200000551,2000-01-06,,,,PEND,PAINTING MEDIUM FOR ARTISTS,0,0
PCT/US99/14513,1999-06-25,?,PCT,MICHALSKY,GERALD,A,75977,3753,137,140000,,None,1062/B48 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200002016,2000-01-13,,,,PEND,A SYSTEM AND METHOD WHEN FLUID HAS STOPPED FLOWING WITHIN A LINE,0,0
PCT/US99/14514,1999-06-22,?,PCT,BEHREND,HARVEY,E,78775,3641,376,195000,,None,SE-1,256,10nov2001 00:00:00,9200,2006-03-27,,,200000160,2000-01-06,,,,PEND,PROCESS FOR THE PRODUCTION OF RADIOISOTOPES OF SELENIUM,0,0
